paradigm,run,epoch,dimension_wise_distance,absolute_prevalence_difference,column_wise_correlation,latent_cluster_analysis,medical_concept_abundance,clinical_knowledge_violation,temporal_coherence,trtr_auroc,tstr_auroc,feature_importance_overlap,membership_inference_f1,attribute_inference_f1,membership_inference_f1_real_baseline,membership_inference_f1_chance,synthetic_positive_rate,real_positive_rate
nonconditional,2,250,1.4983038679553415,0.007290111389011145,5.267709867107041,-5.473198756886812,0.06265664160401004,0.005012531328320802,0.05738837318636028,0.827489406779661,0.7385858050847458,0.4,0.8313008130081301,0.33484119720565614,1.0,0.5132113821138211,0.04160401002506266,0.040100250626566414
nonconditional,2,300,1.4854481888853344,0.007960359565913677,5.0567217155133095,-4.814125405897185,0.05363408521303258,0.0040100250626566416,0.056092480277177045,0.827489406779661,0.8117584745762713,0.3,0.842479674796748,0.28205821612103926,1.0,0.5132113821138211,0.03759398496240601,0.040100250626566414
nonconditional,3,50,2.5841663479832784,0.017907874658703804,12.464026364041553,-2.9956794919345593,0.15739348370927317,0.02406015037593985,0.15023925541750147,0.827489406779661,0.3134931144067796,0.4,0.741869918699187,0.360562778717775,1.0,0.5132113821138211,0.006015037593984963,0.040100250626566414
nonconditional,3,100,2.0505952290213187,0.012328487820923328,8.118582662752825,-4.94057991772294,0.08370927318295739,0.011528822055137845,0.1764399049023032,0.827489406779661,0.8371557203389831,0.4,0.7886178861788617,0.33065483591822886,1.0,0.5132113821138211,0.0380952380952381,0.040100250626566414
nonconditional,3,150,1.800208598463195,0.008406182751059532,6.1236197673400055,-5.3848476973347985,0.07167919799498745,0.015037593984962405,0.1454853356658409,0.827489406779661,0.8268008474576272,0.35,0.8313008130081301,0.35243352682923484,1.0,0.5132113821138211,0.03308270676691729,0.040100250626566414
nonconditional,3,200,1.5717939175110003,0.007244800217449665,5.421762021657045,-5.736178373843967,0.06015037593984961,0.006516290726817042,0.11219984616209788,0.827489406779661,0.8776880296610169,0.4,0.8292682926829268,0.3174445694278987,1.0,0.5132113821138211,0.0380952380952381,0.040100250626566414
nonconditional,3,250,1.4724156722395787,0.007414988707751036,5.185422966528232,-5.609228999831683,0.05714285714285715,0.0020050125313283208,0.11467346840468516,0.827489406779661,0.7945180084745763,0.45,0.8394308943089431,0.322993351338315,1.0,0.5132113821138211,0.042105263157894736,0.040100250626566414
nonconditional,3,300,1.3686846725890294,0.0067791081964969635,4.809711181839252,-5.144542710408506,0.0661654135338346,0.0,0.09424949671147134,0.827489406779661,0.772219279661017,0.45,0.8434959349593496,0.32728263212412906,1.0,0.5132113821138211,0.03558897243107769,0.040100250626566414
nonconditional,4,50,2.4253417787075957,0.01204292569309473,12.788817819448239,-3.347628029296714,0.19298245614035087,0.02305764411027569,0.18436591232769262,0.827489406779661,0.6292902542372881,0.35,0.7764227642276422,0.28634199775139824,1.0,0.5132113821138211,0.0040100250626566416,0.040100250626566414
nonconditional,4,100,2.1003223469585475,0.01170411054044962,8.55929402281943,-5.01160291375944,0.06265664160401002,0.0040100250626566416,0.19205992340571912,0.827489406779661,0.7702595338983051,0.2,0.801829268292683,0.33391150295728433,1.0,0.5132113821138211,0.03458646616541353,0.040100250626566414
nonconditional,4,150,1.7741363437173758,0.009791521355509758,6.456520967854766,-5.515263411618442,0.06917293233082707,0.013032581453634085,0.14440505840643317,0.827489406779661,0.7968220338983051,0.35,0.8272357723577236,0.31085554969231977,1.0,0.5132113821138211,0.039598997493734335,0.040100250626566414
nonconditional,4,200,1.7306631890286934,0.011200400069355965,5.463894866022401,-5.251890386157698,0.07318295739348368,0.005012531328320802,0.12876777006557436,0.827489406779661,0.7672139830508474,0.45,0.8272357723577236,0.2896591531132397,1.0,0.5132113821138211,0.0380952380952381,0.040100250626566414
nonconditional,4,250,1.4000050841571146,0.006490728352218866,5.015653902888534,-4.846444949515809,0.05062656641604012,0.006516290726817042,0.10636105725560022,0.827489406779661,0.7580773305084746,0.4,0.8252032520325203,0.329073085909038,1.0,0.5132113821138211,0.03258145363408521,0.040100250626566414
nonconditional,4,300,1.4026356043110026,0.007961250841617584,4.800885336948419,-5.640850916633697,0.0661654135338346,0.009022556390977444,0.11751872481535991,0.827489406779661,0.8035222457627119,0.4,0.834349593495935,0.33243393323907006,1.0,0.5132113821138211,0.030576441102756893,0.040100250626566414
nonconditional,5,50,2.4072292842765233,0.01403050683438778,12.947100489851401,-3.0113888678881264,0.16791979949874686,0.02506265664160401,0.1736589907880916,0.827489406779661,0.6640095338983051,0.3,0.7408536585365854,0.32151728477196323,1.0,0.5132113821138211,0.007017543859649123,0.040100250626566414
nonconditional,5,100,1.9011578785582188,0.007522063795477152,8.228809821455677,-4.386608642982858,0.08972431077694235,0.014536340852130326,0.21988400908597766,0.827489406779661,0.7807997881355933,0.4,0.7997967479674797,0.3193691453562733,1.0,0.5132113821138211,0.03107769423558897,0.040100250626566414
nonconditional,5,150,1.8909450355919697,0.009945578873157501,6.7040005636684965,-4.872510127092881,0.06416040100250626,0.006015037593984963,0.17156069681950084,0.827489406779661,0.7585540254237287,0.5,0.8241869918699187,0.3200662814298917,1.0,0.5132113821138211,0.037092731829573934,0.040100250626566414
nonconditional,5,200,1.6284374795132752,0.008112778887152672,5.698143030564028,-5.099590851747328,0.04611528822055138,0.013533834586466165,0.1126996409183198,0.827489406779661,0.7518273305084746,0.4,0.8313008130081301,0.33539025647399834,1.0,0.5132113821138211,0.037092731829573934,0.040100250626566414
nonconditional,5,250,1.3875644403527165,0.006277419161051512,5.264853256512083,-5.490566687028925,0.06716791979949874,0.005012531328320802,0.09937309422848035,0.827489406779661,0.8815545550847458,0.45,0.8414634146341463,0.2848480334046683,1.0,0.5132113821138211,0.03558897243107769,0.040100250626566414
nonconditional,5,300,1.3795114075528958,0.006714283023029566,4.943441760746167,-6.191338041595409,0.044611528822055144,0.010526315789473684,0.11276536716147861,0.827489406779661,0.8334480932203389,0.45,0.8363821138211383,0.27810871088764205,1.0,0.5132113821138211,0.034085213032581455,0.040100250626566414
conditional,1,50,2.7019393516952848,0.01829599402844906,12.79626587547034,-3.164673199821843,0.1408521303258145,0.010526315789473684,0.19005218012856132,0.827489406779661,0.4817531779661017,0.4,0.7693089430894309,0.447366283764825,1.0,0.532520325203252,0.040100250626566414,0.040100250626566414
conditional,1,100,2.148912233502161,0.012430730275809765,8.42325892665124,-4.891488736988239,0.0406015037593985,0.018546365914786967,0.21912270029537448,0.827489406779661,0.8016949152542374,0.45,0.8089430894308943,0.478575247147845,1.0,0.532520325203252,0.040100250626566414,0.040100250626566414
conditional,1,150,1.8116858212576075,0.009877274744212627,6.594334118261076,-4.800018494558745,0.06215538847117795,0.006516290726817042,0.13707227713984874,0.827489406779661,0.7570709745762711,0.55,0.8313008130081301,0.5010579133718922,1.0,0.532520325203252,0.040100250626566414,0.040100250626566414
conditional,1,200,1.7155072834236513,0.01080005057156086,5.495265106296153,-5.536894544502037,0.0431077694235589,0.008521303258145364,0.11990165689127534,0.827489406779661,0.7989804025423729,0.55,0.8140243902439024,0.5198287253981542,1.0,0.532520325203252,0.040100250626566414,0.040100250626566414
conditional,1,250,1.449661314560322,0.007498001679778099,4.985472846872228,-5.718165782545933,0.06917293233082705,0.009022556390977444,0.10867478032259488,0.827489406779661,0.8746822033898305,0.45,0.8384146341463414,0.47890733365061045,1.0,0.532520325203252,0.040100250626566414,0.040100250626566414
conditional,1,300,1.4926911391326303,0.008599773980677128,5.017384188738735,-6.163859932502657,0.07418546365914787,0.012030075187969926,0.09575374985921586,0.827489406779661,0.7600768008474575,0.45,0.8485772357723578,0.5018628695360685,1.0,0.532520325203252,0.040100250626566414,0.040100250626566414
conditional,2,50,2.63141904881489,0.017561286687850952,13.08280274007047,-3.129963114756521,0.13834586466165413,0.020050125313283207,0.1725943159602593,0.827489406779661,0.7495762711864407,0.35,0.741869918699187,0.4180479009681033,1.0,0.532520325203252,0.040100250626566414,0.040100250626566414
conditional,2,100,2.1026255951496173,0.01180026214569807,8.647770791720246,-4.991021355750609,0.06766917293233084,0.0035087719298245615,0.23351599505315054,0.827489406779661,0.737552966101695,0.4,0.7865853658536586,0.4687358773531558,1.0,0.532520325203252,0.040100250626566414,0.040100250626566414
conditional,2,150,1.780379562610749,0.008675755001604557,6.479556024800895,-5.251682671342646,0.04962406015037593,0.005513784461152882,0.19112428350653513,0.827489406779661,0.829978813559322,0.35,0.8363821138211383,0.4758280620646018,1.0,0.532520325203252,0.040100250626566414,0.040100250626566414
conditional,2,200,1.5040393617050474,0.00658242916688323,5.630819041226666,-4.906169315944025,0.052130325814536346,0.0040100250626566416,0.14274190886256488,0.827489406779661,0.8277542372881356,0.5,0.8323170731707317,0.4358740667348454,1.0,0.532520325203252,0.040100250626566414,0.040100250626566414
conditional,2,250,1.4737407126115538,0.006781850941479206,5.306894298960426,-5.207958261415248,0.05162907268170425,0.014536340852130326,0.10420421450162765,0.827489406779661,0.7680084745762712,0.4,0.850609756097561,0.45846961337796344,1.0,0.532520325203252,0.040100250626566414,0.040100250626566414
conditional,2,300,1.619091386368622,0.011410859413444996,5.098233545465041,-4.6070170072776735,0.06015037593984963,0.010025062656641603,0.080508567661379,0.827489406779661,0.795656779661017,0.35,0.8485772357723578,0.45837395266229297,1.0,0.532520325203252,0.040100250626566414,0.040100250626566414
conditional,3,50,2.532200276787843,0.01620907336473465,13.029408263099398,-3.488924855856025,0.14135338345864662,0.018546365914786967,0.17388778776274272,0.827489406779661,0.6441472457627119,0.35,0.7784552845528455,0.5026864427067352,1.0,0.532520325203252,0.040100250626566414,0.040100250626566414
conditional,3,100,2.0975901659372584,0.012307407334446907,8.625202214609578,-4.692331178175658,0.053132832080200504,0.012531328320802004,0.18860071240359752,0.827489406779661,0.8215969279661016,0.5,0.8140243902439024,0.5294212318927302,1.0,0.532520325203252,0.040100250626566414,0.040100250626566414
conditional,3,150,1.8428799582913529,0.011107467114925385,6.178077524313901,-4.459981698292621,0.03458646616541354,0.016040100250626566,0.17167157733533375,0.827489406779661,0.7983845338983052,0.35,0.8140243902439024,0.47140065621139854,1.0,0.532520325203252,0.040100250626566414,0.040100250626566414
conditional,3,200,1.5754354873688445,0.008010060526430607,5.458565293986994,-4.650801965417247,0.07017543859649122,0.002506265664160401,0.14914372882366464,0.827489406779661,0.7839512711864407,0.4,0.834349593495935,0.5418110421304779,1.0,0.532520325203252,0.040100250626566414,0.040100250626566414
conditional,3,250,1.4949992396949898,0.006927647162228823,5.0687886973683485,-4.650516056532776,0.0481203007518797,0.007518796992481203,0.12048554332865896,0.827489406779661,0.773000529661017,0.45,0.8445121951219512,0.4887499461528873,1.0,0.532520325203252,0.040100250626566414,0.040100250626566414
conditional,3,300,1.504514457396888,0.007797497324645519,4.879035601429405,-5.873397078320666,0.05714285714285713,0.0010025062656641604,0.1057334546380595,0.827489406779661,0.8148305084745763,0.55,0.842479674796748,0.46345232142238757,1.0,0.532520325203252,0.040100250626566414,0.040100250626566414
conditional,4,50,2.420660274875398,0.01355828158557415,13.23483083866533,-3.0414846318558224,0.15789473684210525,0.03508771929824561,0.20647879451563883,0.827489406779661,0.7086864406779662,0.4,0.7652439024390244,0.4736600327978245,1.0,0.532520325203252,0.040100250626566414,0.040100250626566414
conditional,4,100,2.184561319358511,0.011853630654513836,8.740569178444103,-5.149739528623861,0.06716791979949874,0.034085213032581455,0.23095582411507287,0.827489406779661,0.8809851694915254,0.55,0.7967479674796748,0.46494409927719615,1.0,0.532520325203252,0.040100250626566414,0.040100250626566414
conditional,4,150,1.8393847680158435,0.009785124100744724,6.297980161751732,-5.3330156953489904,0.06416040100250628,0.014536340852130326,0.1376063372807341,0.827489406779661,0.8080508474576271,0.55,0.8160569105691057,0.48532717497558664,1.0,0.532520325203252,0.040100250626566414,0.040100250626566414
conditional,4,200,1.5130989577753349,0.00705359410494566,5.383462188469466,-5.929220046688693,0.04711779448621553,0.013032581453634085,0.1328025942537793,0.827489406779661,0.8171080508474576,0.4,0.8373983739837398,0.41432061009516385,1.0,0.532520325203252,0.040100250626566414,0.040100250626566414
conditional,4,250,1.424386795463814,0.006636901758611202,5.04209246962695,-5.016561373356372,0.05363408521303256,0.0030075187969924814,0.10119649271256462,0.827489406779661,0.8242319915254238,0.4,0.8363821138211383,0.49461606571697947,1.0,0.532520325203252,0.040100250626566414,0.040100250626566414
conditional,4,300,1.3827392202951971,0.007451850920915604,4.950265893207613,-5.228890316117633,0.046616541353383445,0.0035087719298245615,0.08851332480291091,0.827489406779661,0.8095471398305085,0.45,0.8434959349593496,0.44601140784768134,1.0,0.532520325203252,0.040100250626566414,0.040100250626566414
conditional,5,50,2.511566486261546,0.014385519549250603,12.84602395328588,-3.081486109782981,0.18095238095238092,0.011528822055137845,0.1666727763562049,0.827489406779661,0.6701271186440678,0.4,0.7510162601626016,0.42828849804235847,1.0,0.532520325203252,0.040100250626566414,0.040100250626566414
conditional,5,100,2.099717066348763,0.011631855741143227,8.588822842959248,-4.913336362148176,0.06315789473684211,0.006015037593984963,0.15306886115771418,0.827489406779661,0.7316472457627119,0.45,0.8099593495934959,0.4650626390786704,1.0,0.532520325203252,0.040100250626566414,0.040100250626566414
conditional,5,150,1.783299541451509,0.00959307886660099,6.161815430077956,-5.757567725408275,0.058646616541353405,0.0010025062656641604,0.11181558351475686,0.827489406779661,0.7201536016949152,0.5,0.8241869918699187,0.5430520765372766,1.0,0.532520325203252,0.040100250626566414,0.040100250626566414
conditional,5,200,1.4615701742218183,0.006420046091079712,5.349825977874305,-5.196385362553087,0.04761904761904762,0.002506265664160401,0.10443098737189903,0.827489406779661,0.7653204449152543,0.4,0.8191056910569106,0.5164617370978984,1.0,0.532520325203252,0.040100250626566414,0.040100250626566414
conditional,5,250,1.4964370365922988,0.008186636492609978,5.255401521052054,-5.264774896232338,0.058145363408521306,0.0005012531328320802,0.11070536346967144,0.827489406779661,0.8105799788135594,0.45,0.8292682926829268,0.4929792441352179,1.0,0.532520325203252,0.040100250626566414,0.040100250626566414
conditional,5,300,1.4386726879177545,0.008088340982794762,5.143094608565207,-4.945109885568589,0.05914786967418547,0.0015037593984962407,0.08932987111046992,0.827489406779661,0.7728283898305085,0.45,0.8323170731707317,0.40225473988528115,1.0,0.532520325203252,0.040100250626566414,0.040100250626566414
