repeat,fold,arm,composition,k,n_fit_rows,auprc,auprc_lo,auprc_hi,auroc
1,3,tstr,balanced,10,23850,0.5034827034060093,0.23735748635441156,0.8834002504711437,0.8499269005847954
1,3,augmented,balanced,10,26235,0.47345218259600524,0.23780330744564782,0.8597364843895172,0.8548245614035088
1,4,trtr,real,1,2386,0.5517290591655266,0.3593251711154847,0.8746019546712684,0.8542765084944347
1,4,tstr,match,1,2386,0.42245436390819185,0.2586617634711939,0.7213430919917578,0.8424135910954892
1,4,augmented,match,1,4772,0.5702829942681225,0.3544879304601563,0.9581530797101447,0.8305506736965436
1,4,tstr,match,3,7158,0.32700577060595787,0.17873453598846037,0.6578742154005272,0.738503222026948
1,4,augmented,match,3,9544,0.500757455490163,0.3311115931476584,0.8900487012987011,0.8607937902753369
1,4,tstr,match,10,23860,0.42773293198205636,0.28470089383175246,0.8514384920634918,0.7577621558289397
1,4,augmented,match,10,26246,0.45817138024655374,0.3066751529483377,0.8273711998229044,0.7923257176332748
1,4,tstr,balanced,1,2386,0.4363989429450121,0.294243033947324,0.7866263291665241,0.7890304628002345
1,4,augmented,balanced,1,4772,0.5181845988843585,0.3336114535393207,0.935186606562703,0.8330404217926186
1,4,tstr,balanced,3,7158,0.4588175519849022,0.3113064853738747,0.8000822492182785,0.828646748681898
1,4,augmented,balanced,3,9544,0.4811813633482836,0.2907033561431487,0.9052093762211221,0.8812975981253661
1,4,tstr,balanced,10,23860,0.4564265857020501,0.2850161444843204,0.809001929615457,0.8458553016988869
1,4,augmented,balanced,10,26246,0.46345193830370546,0.2623105176163658,0.9571459096459096,0.8839338019917985
2,0,trtr,real,1,2371,0.5422376531714211,0.31980553369212933,0.8948217830061316,0.8715753424657534
2,0,tstr,match,1,2371,0.4972433579925941,0.29143393474577206,0.8101499768290173,0.8718607305936074
2,0,augmented,match,1,4742,0.596589615713162,0.34233080584686276,0.9072830763225246,0.9422802511415524
2,0,tstr,match,3,7113,0.45680693914599085,0.22439975933354103,0.7583924752786352,0.822345890410959
2,0,augmented,match,3,9484,0.5716987433230485,0.305593235041783,0.9103131671772022,0.870433789954338
2,0,tstr,match,10,23710,0.4332518502251886,0.21092187610133414,0.7672050018178945,0.8265553652968036
2,0,augmented,match,10,26081,0.48663719569720826,0.25247027066492955,0.8292404068441458,0.8537385844748859
2,0,tstr,balanced,1,2371,0.512800818837004,0.28741536978569227,0.8533694434835714,0.8536672374429224
2,0,augmented,balanced,1,4742,0.5807845868545297,0.33602375290482284,0.9060739961239714,0.8897688356164384
2,0,tstr,balanced,3,7113,0.4610321549694726,0.23754543434531714,0.7828723566481188,0.8061501141552512
2,0,augmented,balanced,3,9484,0.5455905961395322,0.3146300319743574,0.9045508658008657,0.839968607305936
2,0,tstr,balanced,10,23710,0.4604118529582216,0.23484456916142976,0.7849156806914444,0.8277682648401826
2,0,augmented,balanced,10,26081,0.3981430517017968,0.16312292986465063,0.7317669494199522,0.822345890410959
2,1,trtr,real,1,2391,0.5359178394757227,0.39375922430228905,0.9250416666666667,0.8487736406619386
2,1,tstr,match,1,2391,0.3781620638991594,0.26282448436077666,0.7369895603897076,0.8126477541371159
2,1,augmented,match,1,4782,0.5340108872747514,0.3862586484477298,0.9327628011718918,0.9126034278959811
2,1,tstr,match,3,7173,0.36348188881591653,0.2482559287772013,0.622280745286202,0.7726063829787234
2,1,augmented,match,3,9564,0.5368723616886163,0.3700478835612586,0.9428947756788665,0.9106087470449172
2,1,tstr,match,10,23910,0.41049292983606356,0.24889497218005788,0.7416528925619829,0.7825059101654845
2,1,augmented,match,10,26301,0.4991696723764133,0.3638860960389952,0.9342923253217369,0.820848108747045
2,1,tstr,balanced,1,2391,0.4182789362505639,0.27342738272886014,0.9008360389610388,0.7861997635933805
2,1,augmented,balanced,1,4782,0.48342089989019327,0.34765487247463117,0.975842803030303,0.8163416075650118
2,1,tstr,balanced,3,7173,0.41679773676129495,0.28115775337166027,0.669619539089237,0.854018912529551
2,1,augmented,balanced,3,9564,0.5188681891032497,0.3564517263811621,0.9759751400560223,0.8600768321513003
2,1,tstr,balanced,10,23910,0.4048387125268596,0.25832296402392985,0.715929849471516,0.8192966903073285
2,1,augmented,balanced,10,26301,0.4923535053961552,0.3718782004527883,0.9279599567099566,0.826315011820331
2,2,trtr,real,1,2378,0.4626130384107963,0.22643697731468881,0.801052337477598,0.8169410745233968
2,2,tstr,match,1,2378,0.22498081390151706,0.0749369709138138,0.6461945480769119,0.6059358752166377
2,2,augmented,match,1,4756,0.3196417606576576,0.1551155902055047,0.6989630151768302,0.7554881571346044
2,2,tstr,match,3,7134,0.16194070739598665,0.0645838609647667,0.4680929210210926,0.7052281917966493
2,2,augmented,match,3,9512,0.3207448510042878,0.15579859243839905,0.707961797283676,0.7229202772963604
2,2,tstr,match,10,23780,0.12030595537835326,0.04825048582369428,0.5328733326850692,0.6731658001155402
2,2,augmented,match,10,26158,0.29766583882493136,0.11789831271147318,0.6820274302902979,0.7723859041016754
2,2,tstr,balanced,1,2378,0.2241378899121731,0.06286043688124654,0.5824098600647478,0.6331239168110918
2,2,augmented,balanced,1,4756,0.37916516898994646,0.1861123415206861,0.8125858134920634,0.8325389948006932
2,2,tstr,balanced,3,7134,0.21161451757311633,0.07161764324654915,0.5594604361911131,0.5942374350086655
2,2,augmented,balanced,3,9512,0.24522374633938931,0.10035973089675593,0.7597172133433743,0.6985846331600231
2,2,tstr,balanced,10,23780,0.23853699761527297,0.08629462840231111,0.6235923582953014,0.5837666088965916
2,2,augmented,balanced,10,26158,0.20685996212292285,0.08301947873004115,0.6449729589629865,0.7240034662045062
2,3,trtr,real,1,2389,0.47172782420632736,0.21758005955474993,0.9901515151515151,0.7792255594817431
2,3,tstr,match,1,2389,0.4090552144723767,0.24478848603619763,0.5882109353273849,0.9550942285041225
2,3,augmented,match,1,4778,0.571072976242075,0.33249486882627455,0.9796503496503494,0.890017667844523
2,3,tstr,match,3,7167,0.6310041214583232,0.3607035780399605,0.9343318934030393,0.9324573027090697
2,3,augmented,match,3,9556,0.6900521392767632,0.5047123837338173,0.980573593073593,0.9555359246171967
2,3,tstr,match,10,23890,0.5992772077944898,0.33045596280637196,0.868247991600127,0.9466283863368669
2,3,augmented,match,10,26279,0.6533952413898803,0.4327515228207322,0.9828880342459564,0.9009128386336867
2,3,tstr,balanced,1,2389,0.38928488770260483,0.21031883461182965,0.6260455022493134,0.908716136631331
2,3,augmented,balanced,1,4778,0.6473925462638763,0.44284248275766463,0.9759085239510201,0.9493521790341578
2,3,tstr,balanced,3,7167,0.5290991362427607,0.28370954933999304,0.81482150638033,0.9020170789163722
2,3,augmented,balanced,3,9556,0.6523781474248735,0.43601406325883385,0.9844339050115658,0.9309481743227326
2,3,tstr,balanced,10,23890,0.5755290090971821,0.33851492709527725,0.8531260126453677,0.9478798586572439
2,3,augmented,balanced,10,26279,0.6487896358753961,0.44051167212250025,0.972413406038406,0.9396348645465253
2,4,trtr,real,1,2387,0.4501914541625894,0.286064804241969,0.9017459359776968,0.7694395539906103
2,4,tstr,match,1,2387,0.34658380038961134,0.18553844269315917,0.8362089680711179,0.7009976525821595
2,4,augmented,match,1,4774,0.4484408038567295,0.26523686147258385,0.9062509522523946,0.7950410798122065
2,4,tstr,match,3,7161,0.43993430983228243,0.271692580387931,0.8351371248720318,0.775674882629108
2,4,augmented,match,3,9548,0.47621757235097634,0.2738858718420588,0.9129223033607031,0.8711854460093896
2,4,tstr,match,10,23870,0.5545863247355325,0.36938846625910726,0.9654185828576307,0.7986355633802817
2,4,augmented,match,10,26257,0.4972431132822993,0.296191394593007,0.904571148205659,0.893119131455399
2,4,tstr,balanced,1,2387,0.47998483218185733,0.3201286855394875,0.9040479282622138,0.7699530516431925
2,4,augmented,balanced,1,4774,0.49299401669835785,0.32932258038281736,0.9581022098639335,0.9031690140845071
2,4,tstr,balanced,3,7161,0.43528894544524477,0.26523079491255863,0.8888160970045996,0.7966549295774648
2,4,augmented,balanced,3,9548,0.5653132649749418,0.3594013192520424,0.9535879629629629,0.8962001173708921
2,4,tstr,balanced,10,23870,0.5499224896325916,0.34594341422568864,0.9528492970557787,0.841255868544601
2,4,augmented,balanced,10,26257,0.47337910609556416,0.28137151926302134,0.9191607976409113,0.8918720657276995
3,0,trtr,real,1,2386,0.37070358958811045,0.2157056306013362,0.7360313116603039,0.815099589923843
3,0,tstr,match,1,2386,0.3664962579934386,0.20455438462083522,0.69844051133902,0.8211042765084945
3,0,augmented,match,1,4772,0.34060066777237,0.2281378455093431,0.6528039832682772,0.8344317516110134
3,0,tstr,match,3,7158,0.3734978123056549,0.19363035116257107,0.7925076722794111,0.8016256590509665
3,0,augmented,match,3,9544,0.39780157971000635,0.2523776533297004,0.7390655359471496,0.8210310486233157
3,0,tstr,match,10,23860,0.38368534209811234,0.18671146176954811,0.7977478524410105,0.7530023432923256
3,0,augmented,match,10,26246,0.44386991256248065,0.2352796053147356,0.7968167406995166,0.7230521382542473
3,0,tstr,balanced,1,2386,0.5185721484277587,0.2893276069426099,0.86494690364018,0.7612770943175161
3,0,augmented,balanced,1,4772,0.49808579379418916,0.33190963127029277,0.8310092645427736,0.8170767428236673
3,0,tstr,balanced,3,7158,0.4610045974719092,0.2750034505573487,0.7623711352014021,0.842193907439953
3,0,augmented,balanced,3,9544,0.5936296095001049,0.3982337296516794,0.9275454518852073,0.8628441710603398
3,0,tstr,balanced,10,23860,0.40756614395397256,0.18091774929609997,0.7277433486406714,0.8112185120093731
3,0,augmented,balanced,10,26246,0.5725365971787941,0.36216917994542014,0.9111528599605521,0.8147334504979495
3,1,trtr,real,1,2383,0.6120685917840082,0.4358058486242693,1.0,0.8378496503496504
3,1,tstr,match,1,2383,0.32275992151283295,0.17523994316315436,0.6300629898188,0.8147581585081585
3,1,augmented,match,1,4766,0.6309279211090699,0.453338533346277,0.972121212121212,0.9142628205128205
3,1,tstr,match,3,7149,0.37196810501835753,0.25366773909367873,0.7177085685279325,0.7792832167832168
3,1,augmented,match,3,9532,0.5825201884747928,0.40575101480675346,0.9999999999999998,0.8545308857808858
3,1,tstr,match,10,23830,0.27951200816001515,0.1768490401257066,0.4775024848218105,0.7809586247086248
3,1,augmented,match,10,26213,0.567355281416849,0.40096758194632026,0.9891666666666664,0.8355914918414918
3,1,tstr,balanced,1,2383,0.3670408818530446,0.22668009731663946,0.7794130025747673,0.8415646853146853
3,1,augmented,balanced,1,4766,0.572968039878202,0.3830255785002703,0.9849494949494949,0.854458041958042
3,1,tstr,balanced,3,7149,0.3559381479366166,0.21976307995459965,0.7870177284929123,0.8024475524475524
3,1,augmented,balanced,3,9532,0.5907428664095713,0.41322396455600946,1.0,0.8632721445221445
3,1,tstr,balanced,10,23830,0.3427461190534955,0.23042493754365606,0.7085972823472821,0.8234265734265734
3,1,augmented,balanced,10,26213,0.5580242228203135,0.3962905458537558,1.0,0.8671328671328671
3,2,trtr,real,1,2378,0.5797646442375884,0.37922168626954983,0.9342004204058533,0.9291594454072789
3,2,tstr,match,1,2378,0.2641416110484115,0.11809361283406342,0.7600019552899735,0.7444757365684574
3,2,augmented,match,1,4756,0.4652552418990929,0.26597377510190723,0.927704678362573,0.8883593298671288
3,2,tstr,match,3,7134,0.22355661907243832,0.09132383486564925,0.6483366271409748,0.744367417677643
3,2,augmented,match,3,9512,0.46793710732375937,0.2603864317743551,0.9441404868185348,0.902946273830156
3,2,tstr,match,10,23780,0.35421024138798396,0.15139520786017235,0.8810418966997913,0.7716276718659735
3,2,augmented,match,10,26158,0.4540500296689802,0.2556470298973241,0.9234374999999997,0.9081455805892548
3,2,tstr,balanced,1,2378,0.33356865850969786,0.1321712391650071,0.813302465567046,0.710427498555748
3,2,augmented,balanced,1,4756,0.4750998068451192,0.2703084782372864,0.9180426957740933,0.9002744078567302
3,2,tstr,balanced,3,7134,0.23452935376861517,0.09873405277324059,0.6402013537689959,0.7858174465626806
3,2,augmented,balanced,3,9512,0.4179016323145077,0.19567671546569845,0.9252116412033564,0.8356441363373772
3,2,tstr,balanced,10,23780,0.2452898973339725,0.0981901324991179,0.600203682061129,0.7749133448873483
3,2,augmented,balanced,10,26158,0.4565780212150558,0.2082618941133724,0.9577944057277582,0.7952772963604853
3,3,trtr,real,1,2386,0.5172737333116518,0.2855670072979918,0.8928211372032627,0.8424135910954892
3,3,tstr,match,1,2386,0.45848345045759004,0.19683708320016394,0.8152546625568257,0.7471441124780316
3,3,augmented,match,1,4772,0.5709494647872405,0.27454533113729157,0.9060533453465939,0.8421206795547744
3,3,tstr,match,3,7158,0.4535790692178278,0.18441733415544684,0.815432067955123,0.7882981839484475
3,3,augmented,match,3,9544,0.629428003754201,0.3286298231046363,0.9209850429860708,0.9295547744581136
3,3,tstr,match,10,23860,0.5002543330314706,0.24949001586324018,0.8270773809523809,0.8195664909197422
3,3,augmented,match,10,26246,0.5795584137003656,0.34072415931273153,0.9134867185954141,0.8815172817809023
3,3,tstr,balanced,1,2386,0.5061529726164123,0.22892407390695285,0.8593951754721196,0.8477592267135325
3,3,augmented,balanced,1,4772,0.5963038104886356,0.3500016021074144,0.9263203463203462,0.8725834797891037
3,3,tstr,balanced,3,7158,0.4634392937188114,0.20055268323192604,0.7977655447492774,0.8232278851786761
3,3,augmented,balanced,3,9544,0.578111543228143,0.3463005715407806,0.9098102444191228,0.8576449912126538
3,3,tstr,balanced,10,23860,0.48123412534928817,0.2484361062042944,0.8183635931522186,0.8700937316930287
3,3,augmented,balanced,10,26246,0.5496456320162196,0.3073156212605863,0.8659134341535656,0.8760251903925015
3,4,trtr,real,1,2383,0.4685022226821646,0.2491653636318171,0.867472087845729,0.8479020979020979
3,4,tstr,match,1,2383,0.2889139189522711,0.1230067324214585,0.793344103132706,0.7249417249417249
3,4,augmented,match,1,4766,0.40769055965311407,0.21667772506625138,0.7558663750394911,0.8850524475524475
3,4,tstr,match,3,7149,0.5150475644774279,0.3424484927009852,0.9105236812949442,0.8499417249417249
3,4,augmented,match,3,9532,0.5165265914588519,0.32668571947594366,0.9034227575459426,0.8723047785547786
3,4,tstr,match,10,23830,0.3391514254568116,0.18255047849393985,0.715060006761325,0.760270979020979
3,4,augmented,match,10,26213,0.44185459446482017,0.23867878461071035,0.8585903300714223,0.8591200466200467
3,4,tstr,balanced,1,2383,0.3632799300619805,0.20688679740811397,0.8230453574203574,0.8284527972027973
3,4,augmented,balanced,1,4766,0.4756581464515763,0.27001533283206897,0.9035050478524741,0.887310606060606
3,4,tstr,balanced,3,7149,0.4147309396191112,0.24679993999571506,0.804481177949906,0.8665501165501166
3,4,augmented,balanced,3,9532,0.5046207114717293,0.28805745245056935,0.8770716410291508,0.9100378787878788
3,4,tstr,balanced,10,23830,0.3942913193087563,0.2063384156088496,0.867393333396623,0.7950903263403263
3,4,augmented,balanced,10,26213,0.47139628137523665,0.26775979195132055,0.8834480676328501,0.8361742424242425
